Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
11100000,1.4421151,0.18800000250339508,196.28,0.5201525,0.18400000512599946
11110000,1.4421151,0.08400000125169754,199.0,0.4562663,0.08800000220537185
11120000,1.4421151,0.4560000067949295,199.0,0.5754637,0.4560000362992287
11130000,1.4421151,0.020000000298023225,199.0,0.45199624,0.020000000298023225
11140000,1.4421151,0.856000012755394,199.0,0.789835,0.8560000878572464
11150000,1.4421151,0.01600000023841858,199.0,0.42835736,0.012000000178813934
11160000,1.442115,0.4235294177836063,197.92156862745097,0.61516684,0.4274510069220674
11170000,1.442115,0.06666666736789778,196.11764705882354,0.48939005,0.06666666678353853
11180000,1.4421151,0.6120000091195107,199.0,0.6581099,0.6120000460743904
11190000,1.4421151,0.006000000089406967,199.0,0.46033344,0.006000000089406967
11200000,1.4421151,0.004000000059604645,199.0,0.45263493,0.004000000059604645
11210000,1.4421151,0.01600000023841858,199.0,0.45705998,0.01600000023841858
11220000,1.442115,0.7720000115036965,199.0,0.77472585,0.7680000841617585
11230000,1.442115,0.004000000059604645,199.0,0.44366443,0.00800000011920929
11240000,1.442115,0.5640000084042549,199.0,0.5841392,0.5600000727176666
11250000,1.4421151,0.25800000354647634,197.0,0.59270066,0.262000013589859
11260000,1.4421151,0.3960000059008598,199.0,0.6033767,0.3960000306367874
11270000,1.4421151,0.020000000298023225,199.0,0.43221867,0.020000000298023225
11280000,1.4420766,0.6720000094175339,198.52,0.607404,0.3760000839829445
11290000,1.4420699,0.02400000035762787,199.0,0.5427346,0.3200000423192978
11300000,1.4420699,0.004000000059604645,199.0,0.4595771,0.004000000059604645
11310000,1.4420699,0.7900000117719174,199.0,0.7131044,0.790000070631504
11320000,1.4420699,0.012000000178813934,199.0,0.48676792,0.012000000178813934
11330000,1.4420699,0.7686274621416541,196.05882352941177,0.6962779,0.7686275486268249
